0404, 36.86666774592136
0807, 36.852609248910845
7017, 36.06112349949013
4672, 36.027843127489035
7419, 35.95435267452538
2769, 35.79500045817325
1826, 35.72753870117334
9147, 35.611318554386514
6452, 35.56687884302523
2154, 35.550182910715854
3441, 35.43730763357937
4208, 35.37023265040337
8250, 35.33565361412275
8978, 35.334904818462675
7980, 35.334724559288475
4877, 35.324993669501914
2149, 35.25624212251879
3182, 35.21062857287038
3689, 35.174490841925724
3329, 35.144340089562334
9448, 35.113489652472474
7501, 34.86790823175888
3348, 34.82456104229192
0774, 34.57674270265442
0500, 34.51246961536166
7821, 34.51032496681938
1821, 34.503333042552754
7540, 34.439982846741785
7444, 34.43362023868739
3492, 34.36376457648803
9420, 34.33965801401382
7564, 34.29380355978319
7384, 33.956740278135406
0028, 33.91595666755349
5578, 33.86877925577235
6363, 33.781328628813526
0597, 33.55761976061974
1915, 33.55595949662849
6118, 33.47481423581709
6140, 33.42151197169372
9568, 33.407298474450485
9259, 33.32240894425573
0563, 33.24941770249187
1186, 33.229387535663335
8853, 33.1738157519671
6094, 33.086847976123124
5030, 32.98591483423414
0355, 32.93105114287269
4791, 32.83172629652212
4724, 32.32693554373949
1949, 9.849292994022786
8084, 9.783165863263243
6729, 9.777362526147426
4355, 9.711377337467809
8142, 9.684255033120476
1370, 9.681719199973566
9488, 9.67645927714413
2006, 9.67349502274463
2424, 9.663048077131238
3071, 9.661293694449068
8227, 9.658372237042181
6214, 9.65752313115161
4005, 9.648450334040364
4490, 9.64297955372192
6933, 9.628779754535978
1362, 9.624905984575792
0894, 9.621561175793051
6055, 9.616685582201217
5049, 9.595358481254655
8977, 9.594351441597276
1753, 9.5891294711256
4469, 9.586381854403514
8544, 9.58094788788329
5847, 9.577152028344472
2712, 9.57239721422117
3866, 9.570945987553989
8513, 9.564186114646025
4983, 9.561216648342198
2734, 9.55473917575577
6945, 9.554309477659979
0000, 9.549924896895792
6788, 9.542594828588927
8521, 9.537144066559197
7524, 9.529670554534519
7256, 9.529659967451211
2564, 9.521014748331195
1830, 9.520370819069283
6566, 9.508883303809675
8075, 9.506822671089664
1504, 9.500335607105086
1336, 9.497301148588914
9524, 9.49401627638335
2375, 9.493064025656054
9482, 9.488484569529952
8731, 9.486979132116037
6093, 9.477942319470275
4735, 9.474064592042115
9369, 9.472658592409662
5192, 9.470190007730839
4838, 9.468704287043728
4693, 9.467855264472668
4586, 9.465641472543886
8588, 9.460356779290539
5564, 9.458240401637227
3014, 9.457989277539701
6031, 9.455517456265234
0234, 9.447306762264336
0146, 9.446559541952835
1751, 9.4460980469758
3977, 9.445639373446642
1211, 9.443333239948483
9125, 9.43669225068424
9517, 9.433080200016997
6341, 9.429471892573636
7349, 9.427153092733283
8613, 9.42663991693419
4725, 9.422618561994659
9556, 9.418758821554439
9677, 9.417757697803857
9652, 9.416965199782387
0946, 9.409671999179785
4989, 9.40845545643778
6665, 9.407126282272444
1573, 9.39815283685609
8729, 9.397255626971502
6275, 9.393799173306187
8332, 9.392960233361961
3188, 9.392197492732219
6820, 9.391078392384971
2647, 9.390649086161485
5508, 9.386441864651779
3413, 9.385047859606878
5378, 9.384200758575728
7010, 9.380135640992583
7810, 9.377655467522478
4782, 9.377206910325327
7170, 9.370414253765352
4009, 9.370288518124246
3554, 9.369435074260464
2781, 9.368368344406484
5506, 9.365118615593936
7254, 9.364665480684407
1093, 9.362023833534252
0342, 9.36120938533697
9229, 9.35958049601385
9932, 9.358214371936683
7215, 9.357467185934576
3286, 9.352542252519656
9925, 9.351830938373514
8141, 9.347072050363604
8617, 9.345470475586996
9874, 9.3432351953697
2413, 9.339253446854974
7737, 9.338872875136447
4182, 9.33417369478654
4628, 9.334043568055305
0747, 9.333894462882009
8919, 9.332757810773925
1266, 9.33254825016459
8072, 9.33240036169142
8415, 9.33017886905241
9669, 9.32998911450349
3539, 9.329486105934018
6741, 9.326226647408241
7603, 9.322143031264662
5565, 9.32105279752204
4787, 9.320442835907796
7136, 9.317743063252477
